addr	name	size	callers	callees
712cc86000	__cxa_call_unexpected	1	1	0
712cc87000	__cxa_guard_abort	1	1	0
712cc88000	__cxa_guard_acquire	1	1	0
712cc89000	__cxa_guard_release	1	1	0
712cc8a000	memchr	1	1	0
712cc8b000	strncasecmp	1	1	0
712cc8c000	GetFileSize	1	1	0
712cc8d000	ReadFile	1	1	0
712cc8e000	StandardAllocator	1	1	0
712cc8f000	NotNullImpl	1	1	0
712cc90000	AddDeviceSink	1	1	0
712cc91000	AcquireFinalMix	1	1	0
712cc92000	AcquireVoiceSlot	1	1	0
712cc93000	AppendWaveBuffer	1	1	0
712cc94000	GetVoiceMixVolume	1	1	0
712cc95000	SetVoiceMixVolume	1	1	0
712cc96000	SetVoicePlayState	1	1	0
712cc97000	ListAudioDeviceName	1	1	0
712cc98000	SetDownMixParameter	1	1	0
712cc99000	SetVoiceDestination	1	1	0
712cc9a000	GetReleasedWaveBuffer	1	1	0
712cc9b000	SetDownMixParameterEnabled	1	1	0
712cc9c000	AcquireAudioDeviceNotificationForOutput	1	1	0
712cc9d000	strncmp	1	1	0
712cc9e000	GetNpadState	1	1	0
712cc9f000	GetNpadState	1	1	0
712cca0000	GetNpadState	1	1	0
712cca1000	InitializeNpad	1	1	0
712cca2000	GetNpadStyleSet	1	1	0
712cca3000	SetDefault	1	1	0
712cca4000	ShowControllerSupport	1	1	0
712cca5000	SetSupportedNpadIdType	1	1	0
712cca6000	SetSupportedNpadStyleSet	1	1	0
712cca7000	MountSaveData	1	1	0
712cca8000	EnsureSaveData	1	1	0
712cca9000	QueryMountRomCacheSize	1	1	0
712ccaa000	MountRom	1	1	0
712ccab000	AbortImpl	1	1	0
712ccac000	Initialize	1	1	0
712ccad000	Initialize	1	1	0
712ccae000	TryOpenPreselectedUser	1	1	0
712ccaf000	CloseUser	1	1	0
712ccb0000	GetUserId	1	1	0
712ccb2000	srand	1	1	0
712ccb3000	eglGetProcAddress	1	1	0
712ccb4000	fprintf	1	1	0
712ccb6000	resize	1	1	0
712ccb7000	push_back	1	1	0
712ccb8000	put	1	1	0
712ccb9000	flush	1	1	0
712ccba000	operator<<	1	1	0
712ccbb000	~iostream	1	0	0
712ccbc000	~iostream	1	0	0
712ccbd000	~iostream	1	1	0
712ccbe000	sync	1	0	0
712ccbf000	imbue	1	0	0
712ccc0000	setbuf	1	0	0
712ccc1000	~exception	1	1	0
712ccc3000	~iostream	1	0	0
712ccc4000	~iostream	1	0	0
712ccc5000	~iostream	1	0	0
712ccc6000	~iostream	1	0	0
712ccc7000	__cxa_get_exception_ptr	1	1	0
712ccc8000	feof	1	1	0
712ccc9000	ldexpf	1	1	0
712ccca000	powf	1	1	0
712cccb000	strtol	1	1	0
712ccd2000	TryPopNotificationMessage	1	1	0
712ccd3000	EnterExitRequestHandlingSection	1	1	0
712ccd4000	LeaveExitRequestHandlingSection	1	1	0
712ccd5000	ShowOfflineHtmlPage	1	1	0
712ccd6000	SetFooterEnabled	1	1	0
712ccd7000	SetBackgroundKind	1	1	0
712ccd8000	SetPointerEnabled	1	1	0
712ccd9000	SetWebAudioEnabled	1	1	0
712ccda000	SetJsExtensionEnabled	1	1	0
712ccdb000	SetBootLoadingIconEnabled	1	1	0
712ccdc000	SetTouchEnabledOnContents	1	1	0
712ccdd000	ShowOfflineHtmlPageArg	1	1	0
712ccde000	OfflineHtmlPageReturnValue	1	1	0
712ccdf000	CreateWithStandardSystemClock	1	1	0
712cce0000	ClockSnapshot	1	1	0
712cce1000	CalculateSpanBetween	1	1	0
712cce2000	GetOfflineExitReason	1	1	0
712cce3000	ferror	1	1	0
712cce4000	fgetc	1	1	0
712cce5000	isalpha	1	1	0
712cce6000	isspace	1	1	0
712cce7000	sscanf	1	1	0
712cce8000	strchr	1	1	0
712cce9000	vsnprintf	1	1	0
712ccea000	strcmp	1	1	0
712cceb000	ReferSymbol	1	1	0
712ccec000	GetSampleByteSize	1	1	0
712cced000	InitializeResampler	1	1	0
712ccee000	OpenDefaultAudioOut	1	1	0
712ccef000	GetAudioOutSampleRate	1	1	0
712ccf0000	ProcessResamplerBuffer	1	1	0
712ccf1000	GetAudioOutBufferDataSize	1	1	0
712ccf2000	GetResamplerOutputSampleCount	1	1	0
712ccf3000	GetRequiredBufferSizeForResampler	1	1	0
712ccf4000	SetInt32Data	1	1	0
712ccf5000	SetInt64Data	1	1	0
712ccf6000	SetUint32Data	1	1	0
712ccf7000	Buffer	1	1	0
712ccf8000	Buffer	1	1	0
712ccf9000	Buffer	1	1	0
712ccfa000	operator=	1	1	0
712ccfb000	GetInt64Data	1	1	0
712ccfc000	GetUint32Data	1	1	0
712ccfd000	abort	1	1	0
712ccfe000	ConvertToTimeSpan	1	1	0
712ccff000	SetNvnSync	1	1	0
712cd00000	SetDataAndCapacity	1	1	0
712cd01000	SetNvnDev	1	1	0
712cd02000	glslcCompile	1	1	0
712cd03000	glslcFinalize	1	1	0
712cd04000	glslcInitialize	1	1	0
712cd05000	glslcSetAllocator	1	1	0
712cd06000	nvnBootstrapLoader	1	1	0
712cd07000	GetDebugPadState	1	1	0
712cd08000	InitializeDebugPad	1	1	0
712cd09000	GetKeyboardState	1	1	0
712cd0a000	InitializeKeyboard	1	1	0
712cd0b000	GetMouseStates	1	1	0
712cd0c000	InitializeMouse	1	1	0
712cd0d000	GetTouchScreenStates<16ul>	1	1	0
712cd0e000	InitializeTouchScreen	1	1	0
